Jesus,Christianity,Byzantine_Empire,Holy_Roman_Empire,Germany,Internet,Microsoft
Jesus,Christianity,Europe,European_Union,United_States,Computer,Microsoft_Windows,Microsoft
Jesus,Christianity,Europe,European_Union,Euro,Currency,Money,Finance,Business,Corporation,United_States,Computer,Microsoft_Windows,Microsoft
Jesus,Roman_Empire,Byzantine_Empire,Western_Roman_Empire,Holy_Roman_Empire,Germany,United_States,Computer,Microsoft_Windows,Microsoft
Jesus,British_Empire,United_States,Computer,Microsoft_Windows,Microsoft
